InspectionDate,HouseNumber,StreetName,Apartment,Borough,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
11/16/2020,288,EAST 168 STREET,E6,BRONX,13901479,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL APPROX 30 SQ FT IN THE KITCHEN LOCATED AT APT E6, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",65040,C,204979,2,288,288,26700,10456,5,2435,15,11/17/2020,12/19/2020,12/14/2020,,,,550,7009289,11/18/2020,19,01/27/2021,Original,Close,40.833333,-73.912802,4,16,175,2002293,2024350015,East Concourse-Concourse Village
02/14/2008,18,WOODRUFF AVENUE,1E,BROOKLYN,7149335,VIOLATION CLOSED,"SECTION 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... 20 SQ FEET AT CEILING. IN THE BATHROOM LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",809916,C,322076,3,18,32,94430,11226,1,5058,16,02/19/2008,03/02/2008,02/26/2008,,,,550,3213143,02/20/2008,19,11/18/2020,Original,Close,40.652746,-73.965107,14,40,50804,,,Flatbush
08/12/2020,312,WEST 93 STREET,,MANHATTAN,14099933,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING APPROXIMATELY 10 SQ FT NORTH WALL APPROXIMATELY 10 SQ FT SOUTH WALL APPROX 2 SQ FT WEST WALL APPROXIMATELY 8 SQ FT AT COMMUNITY BATHROOM, 6th STORY ORIGINAL VIOLATION 13733486 ISSUED 12-AUG-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",37017,C,107495,1,312,312,35630,10025,6,1252,27,03/31/2021,05/01/2021,04/26/2021,,,,550,7136223,03/31/2021,21,08/30/2021,Original,Open,40.793486,-73.975019,7,6,179,1034128,1012520027,Upper West Side
06/04/2019,1242,MORRIS AVENUE,3N,BRONX,13753510,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL AND WINDOW FRAME IN THE 3rd ROOM FROM EAST LOCATED AT APT 3N, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13106783 ISSUED 04-JUN-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",97351,C,200377,2,1242,1242,52120,10456,3,2439,30,08/05/2020,09/05/2020,08/31/2020,,,,550,6922056,08/05/2020,47,08/05/2020,Original,Open,40.834437,-73.913393,4,16,17701,2002416,2024390030,East Concourse-Concourse Village
08/14/2019,1242,MORRIS AVENUE,3N,BRONX,13753511,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND EAST WALL IN THE 4th ROOM FROM EAST LOCATED AT APT 3N, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13228846 ISSUED 14-AUG-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",97351,C,200377,2,1242,1242,52120,10456,3,2439,30,08/05/2020,09/05/2020,08/31/2020,,,,550,6922057,08/05/2020,47,08/05/2020,Original,Open,40.834437,-73.913393,4,16,17701,2002416,2024390030,East Concourse-Concourse Village
04/24/2019,124,EAST 176 STREET,4I,BRONX,13034595,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 15 SQ FT AT NORTH WALL 10 SQ FT AT EAST WALL, AND 10 SQ FT AT WEST WALL IN THE BATHROOM LOCATED AT APT 4I, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",65791,C,201228,2,124,124,26940,10453,3,2826,27,05/01/2019,05/28/2019,05/23/2019,,,05/22/2019,550,6468796,05/02/2019,19,11/18/2020,Original,Close,40.848108,-73.909060,5,14,22701,2007883,2028260027,Mount Hope
07/23/2019,4024,5 AVENUE,10,BROOKLYN,13188357,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH WALL, SOUTH WALL, WEST WALL, AND EAST WALL APPROX 40 SQ. FT. IN THE BATHROOM LOCATED AT APT 10, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",807367,C,320555,3,4024,4024,55800,11232,3,714,44,07/24/2019,08/20/2019,08/15/2019,,,,550,6551769,07/25/2019,19,12/01/2020,Original,Close,40.650530,-74.004685,7,38,82,3324368,3007140044,Sunset Park West
01/21/2021,940,PROSPECT PLACE,3L,BROOKLYN,13999795,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQUARE FEET ON NORTH WALL IN THE BATHROOM LOCATED AT APT 3L, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",357358,C,322968,3,940,940,72730,11213,3,1235,31,01/24/2021,02/25/2021,02/20/2021,,,,550,7072532,01/25/2021,47,01/25/2021,Original,Open,40.674057,-73.945589,8,36,341,3031295,3012350031,Crown Heights North
06/24/2019,3435,OLINVILLE AVENUE,6B,BRONX,13264142,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ON NORTH WALL APPROX. 24 SQ FT. AND NORTH WAINDOW SILL APPROX. 2 SQ FT. IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 6B, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH ORIGINAL VIOLATION 13140142 ISSUED 24-JUN-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",100414,C,203313,2,3435,3435,55520,10467,6,4627,29,09/05/2019,10/01/2019,09/26/2019,,,,550,6594937,09/05/2019,20,02/06/2021,Original,Open,40.876438,-73.868109,12,12,376,2056937,2046270029,Williamsbridge-Olinville
09/26/2019,374,EAST 209 STREET,BB,BRONX,13303564,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPX. 60 SQ. FT AT NORTH WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT BSMT-APT BB, 1st BSMT-APT FROM WEST AT NORTH",67520,C,207971,2,374,374,27900,10467,Basement,3355,37,09/27/2019,10/26/2019,10/21/2019,,,,550,6618986,09/30/2019,22,10/26/2021,Original,Open,40.876199,-73.873349,7,11,42901,2018585,2033550037,Norwood
10/09/2021,3768,LACONIA AVENUE,2,BRONX,14619641,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING APPROX 140 SQ FT, APPROX 80 SQ FT AT EAST WALL, NORTH WALL APPROX 80 SQ FT AND SOUTH WALL APPROX 70 SQ FT IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",90847,C,710645,2,3768,3768,45020,10469,2,4714,5,10/13/2021,11/14/2021,11/09/2021,,,,550,7512700,10/14/2021,47,10/14/2021,Original,Open,40.879682,-73.852329,12,12,386,2059984,2047140005,Eastchester-Edenwald-Baychester
06/21/2020,341,EAST 19 STREET,5F,BROOKLYN,13703067,VIOLATION WILL BE REINSPECTED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING,NORTH WALL AND WEST WALL APROX 80 SQ FEET IN THE 1st ROOM FROM NORTH LOCATED AT APT 5F, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",248638,C,337128,3,339,341,35680,11226,5,5162,56,06/22/2020,07/24/2020,07/19/2020,,,,550,6893288,06/23/2020,11,11/19/2020,Original,Open,40.642004,-73.960691,14,40,514,3118806,3051620056,Flatbush
10/05/2021,1485,MACOMBS ROAD,3B,BRONX,14619642,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( 20 SQ FT ) SOUTH WALL ( 20 SQ FT ) AND NORTH WALL ( 40 SQ FT ) IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",93693,C,203568,2,1485,1485,48220,10452,3,2857,28,10/12/2021,11/13/2021,11/08/2021,,,,550,7511427,10/13/2021,47,10/13/2021,Original,Open,40.842603,-73.917987,4,16,219,2008301,2028570028,Highbridge
01/27/2019,1964,66 STREET,5D,BROOKLYN,13872832,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH, EAST, AND WEST WALLS APRX 12 SQ FT IN THE BATHROOM LOCATED AT APT 5D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 12876425 ISSUED 27-JAN-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",165846,C,301561,3,1964,1964,9880,11204,4,5562,33,10/29/2020,11/29/2020,11/24/2020,,,,550,6993115,10/29/2020,22,05/24/2021,Original,Open,40.616434,-73.987357,11,47,256,3134416,3055620033,Bensonhurst West
11/13/2020,246,WEST 106 STREET,2W,MANHATTAN,13897586,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING IN THE BATHROOM LOCATED AT APT 2W, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",37618,C,123759,1,246,246,35890,10025,2,1877,49,11/18/2020,12/20/2020,12/15/2020,,,,550,7010491,11/19/2020,9,12/08/2020,Original,Close,40.801051,-73.967182,7,7,191,1056624,1018770049,Upper West Side
11/14/2020,755,OCEAN AVENUE,2J,BROOKLYN,13899139,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ( APPROXIMATELY 56 SQFT) NORTH WALL, EAST WALL, WEST WALL, SOUTH WALL, 1st WINDOW FRAME FROM WEST AT NORTH WALL, CEILING IN THE 1st BATHROOM FROM NORTH AT EAST LOCATED AT APT 2J, 2nd STORY, 4th APARTMENT FROM SOUTH AT WEST , SECTION ''SOUTH''",347783,C,329065,3,739,775,67530,11226,2,5151,33,11/18/2020,12/20/2020,12/15/2020,,,12/18/2020,550,7010974,11/19/2020,19,01/06/2021,Original,Close,40.644221,-73.959887,14,40,514,3118550,3051510033,Flatbush
07/18/2021,760,ELDERT LANE,3N,BROOKLYN,14619748,VIOLATION WILL BE REINSPECTED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL APPROX. 10 SQ.FT. AND AT WEST WALL APPROX. 5 SQ.FT. IN THE 3rd ROOM FROM NORTH LOCATED AT APT 3N, 3rd STORY, 7th APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14449764 ISSUED 18-JUL-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",288857,C,374351,3,760,760,38730,11208,3,4271,9001,10/12/2021,11/12/2021,11/07/2021,,,,550,7509520,10/12/2021,11,11/30/2021,Original,Open,40.671675,-73.863381,5,42,1208,3343250,3042719001,East New York
01/03/2020,1183,GERARD AVENUE,1B,BRONX,13794748,VIOLATION WILL BE REINSPECTED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQ FT AT CEILING IN THE BATHROOM LOCATED AT APT 1B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH'' ORIGINAL VIOLATION 13528979 ISSUED 03-JAN-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",80082,C,212394,2,1183,1183,35020,10452,2,2488,31,09/01/2020,10/02/2020,09/27/2020,,,,550,6945226,09/01/2020,11,05/04/2021,Original,Open,40.834849,-73.920638,4,16,197,2003001,2024880031,West Concourse
01/06/2020,1183,GERARD AVENUE,1B,BRONX,13794749,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING IN THE BATHROOM LOCATED AT APT 1B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13536606 ISSUED 06-JAN-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",80082,C,212394,2,1183,1183,35020,10452,2,2488,31,09/01/2020,10/02/2020,09/27/2020,,,,550,6945227,09/01/2020,20,05/07/2021,Original,Open,40.834849,-73.920638,4,16,197,2003001,2024880031,West Concourse
11/17/2020,2,STODDARD PLACE,2B,BROOKLYN,13902213,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 30 SQ FT OF MOLD AT CIELING. EAST WALL ,NORTH WALL ,WEST WALL IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",377800,C,320388,3,2,2,82130,11225,2,1304,24,11/18/2020,12/20/2020,12/15/2020,,,,550,7011026,11/19/2020,22,12/16/2020,Original,Open,40.665478,-73.955938,9,35,323,3034361,3013040024,Crown Heights South
09/03/2020,290,RIVERDALE AVENUE,A6,BROOKLYN,13800176,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX. 30 SQ FT), SOUTH WALL (APPROX. 6 SQ FT), EAST WALL (APPROX. 5 SQ FT), WEST WALL (APPROX. 4 SQ FT) AND NORTH WALL (APPROX. 3 SQ FT) IN THE 1st BATHROOM FROM NORTH LOCATED AT APT A6, 6th STORY, 4th APARTMENT FROM SOUTH AT WEST",362321,C,377188,3,290,312,73380,11212,6,3606,10,09/04/2020,10/09/2020,10/04/2020,,,,550,6949562,09/08/2020,19,07/23/2021,Original,Close,40.661443,-73.905598,16,42,918,3082392,3036060010,Brownsville
11/17/2020,3402,AVENUE I,2I,BROOKLYN,13903276,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST AND SOUTH WALLS, EAST WINDOW FRAME, TOTAL 35 SQ FT IN THE BATHROOM LOCATED AT APT 2I, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",188348,C,342733,3,3402,3402,14030,11210,2,7598,58,11/18/2020,12/20/2020,12/15/2020,,,,550,7010757,11/19/2020,19,04/23/2021,Original,Close,40.629560,-73.943255,18,45,740,3207323,3075980058,Flatlands
01/13/2020,2101,ALBEMARLE ROAD,60,BROOKLYN,13903333,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING & NORTH WALL (APPROX 10 SQ FT) IN THE BATHROOM LOCATED AT APT 60, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13547445 ISSUED 13-JAN-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",183921,C,301809,3,2101,2101,12330,11226,6,5102,63,11/18/2020,12/19/2020,12/14/2020,,,12/03/2020,550,7009469,11/18/2020,9,02/16/2021,Original,Close,40.647389,-73.959243,14,40,51002,3117183,3051020063,Flatbush
07/31/2020,3235,PARKSIDE PLACE,K,BRONX,13903349,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX 10 SQ FEET IN THE BATHROOM LOCATED AT APT K, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13749130 ISSUED 31-JUL-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",101468,C,202664,2,3235,3235,57020,10467,1,3354,26,11/18/2020,12/19/2020,12/14/2020,,,12/19/2020,550,7009386,11/18/2020,9,03/01/2021,Original,Close,40.874548,-73.874010,7,11,42901,2018567,2033540026,Norwood
11/18/2020,2185,BOLTON STREET,4A,BRONX,13904431,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING CEILING IN THE BATHROOM LOCATED AT APT 4A, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''CENTER''",50304,C,204514,2,2185,2185,13420,10462,4,4317,40,11/18/2020,12/20/2020,12/15/2020,,,12/18/2020,550,7010561,11/19/2020,9,03/01/2021,Original,Close,40.855900,-73.868667,11,13,22401,2049375,2043170040,Pelham Parkway
03/28/2019,257,SARATOGA AVENUE,1C,BROOKLYN,12986195,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND WET WALL IN THE KITCHEN LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",366318,C,312618,3,257,257,75130,11233,1,1562,7,04/02/2019,04/29/2019,04/24/2019,,,,550,6440180,04/03/2019,19,11/27/2020,Original,Close,40.677248,-73.916399,16,41,301,3042427,3015620007,Ocean Hill
09/26/2020,1730,EAST 18 STREET,6C,BROOKLYN,13830866,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND SOUTH WALL, TOTAL 40 SQ FT IN THE BATHROOM LOCATED AT APT 6C, 6th STORY, 4th APARTMENT FROM NORTH AT EAST",247474,C,322009,3,1724,1736,35630,11229,6,6800,16,09/27/2020,10/29/2020,10/24/2020,,,,550,6968145,09/28/2020,19,12/14/2020,Original,Close,40.607711,-73.955183,15,48,552,3183091,3068000016,Madison
11/13/2020,1111,GERARD AVENUE,5E,BRONX,13901555,NOV CERTIFIED LATE,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX. 12 SQ. FT) AT CEILING, (APPROX, 6 SQ. FT) AT NORTH WALL, (APPROX. 6 SQ. FT) AT SOUTH WALL, (APPROX. 8 SQ. FT) AT WEST WALL, (APPROX.4SQ. FT) AT EAST WALL IN THE BATHROOM LOCATED AT APT 5E, 5th STORY, 4th APARTMENT FROM EAST AT SOUTH",80074,C,223070,2,1111,1111,35020,10452,5,2487,42,11/19/2020,12/21/2020,12/16/2020,,,01/25/2021,550,7011669,11/20/2020,4,01/25/2021,Original,Open,40.833556,-73.921399,4,16,195,2100175,2024870042,West Concourse
11/19/2020,1124,CLAY AVENUE,2E,BRONX,13905531,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 16 SQ FT ON THE CEILING, APPROX 10 SQ FT ON THE SOUTH WALL AND APPROX 16 SQ FT ON THE WEST WALL. IN THE BATHROOM LOCATED AT APT 2E, 1st STORY, 3rd APARTMENT FROM NORTH AT EAST",56810,C,213640,2,1124,1136,20020,10456,1,2426,8,11/19/2020,12/21/2020,12/16/2020,,,12/09/2020,550,7011591,11/20/2020,9,02/19/2021,Original,Close,40.830259,-73.911780,4,16,143,2002069,2024260008,East Concourse-Concourse Village
02/04/2020,2028,VALENTINE AVENUE,3E,BRONX,13906390,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQ FT AT THE NORTH WALL IN THE BATHROOM LOCATED AT APT 3E, 4th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13587687 ISSUED 04-FEB-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",116968,C,215857,2,2026,2032,70720,10457,4,3142,9,11/20/2020,12/21/2020,12/16/2020,,,,550,7011795,11/20/2020,19,02/08/2021,Original,Close,40.851364,-73.900347,5,15,379,2013285,2031420009,Mount Hope
02/28/2006,27,CROOKE AVENUE,6C,BROOKLYN,6027392,VIOLATION CLOSED,"SECTION 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... NORTH AND WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 6C, 6th STORY, APARTMENT AT NORTH",227955,C,322077,3,27,27,30530,11226,6,5058,16,03/01/2006,03/18/2006,03/13/2006,,,,550,2623468,03/02/2006,19,11/20/2020,Original,Close,40.652084,-73.964390,14,40,50804,3327277,3050580016,Flatbush
05/12/2021,755,OCEAN AVENUE,1B,BROOKLYN,14334844,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WEST, NORTH, SOUTH AND EAST WALL AND 1ST WINDOW FRAME AT SOUTH. TOTAL 35 SQ FEET IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",347783,C,329065,3,739,775,67530,11226,1,5151,33,05/14/2021,06/17/2021,06/12/2021,,,06/17/2021,550,7348929,05/17/2021,9,08/30/2021,Original,Close,40.644221,-73.959887,14,40,514,3118550,3051510033,Flatbush
10/13/2021,1270,GERARD AVENUE,4K,BRONX,14626703,CIV14 MAILED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ FEET AT NORTH WALL AND CEILING IN THE BATHROOM LOCATED AT APT 4K, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",80085,C,216355,2,1264,1278,35020,10452,5,2481,1,10/14/2021,11/15/2021,11/10/2021,,,11/15/2021,550,7514083,10/15/2021,10,11/22/2021,Original,Open,40.837027,-73.919324,4,16,22101,2002962,2024810001,West Concourse
10/04/2019,1231,SHERIDAN AVENUE,51,BRONX,13512900,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... EAST CLOSET WALL 10 SQFT IN THE 1st ROOM FROM EAST LOCATED AT APT 51, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13319084 ISSUED 04-OCT-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",109437,C,207838,2,1231,1231,64620,10456,5,2457,23,12/21/2019,01/18/2020,01/13/2020,,,01/17/2020,550,6770747,12/23/2019,19,02/04/2020,Original,Close,40.835040,-73.915770,4,16,17901,2002771,2024570023,East Concourse-Concourse Village
08/19/2020,975,WALTON AVENUE,1CS,BRONX,13773233,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ON CEILING APPROX. 24 SQ FT., NORTH WALL APPROX. 12 SQ FT., EAST WALL APPROX. 16 SQ FT., SOUTH WALL APPROX. 4 SQ FT., AND SOUTH DOOR MOLDING APPROX. 8 SQ FT. IN THE BATHROOM LOCATED AT APT 1CS, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , 4th SECTION FROM NORTH AT NORTHEAST",119285,C,201131,2,975,975,72720,10452,1,2476,22,08/21/2020,09/24/2020,09/19/2020,,,,550,6936648,08/24/2020,19,12/30/2020,Original,Close,40.829399,-73.922802,4,8,195,2002915,2024760022,West Concourse
11/10/2020,1902,BAY RIDGE PARKWAY,1F,BROOKLYN,13888784,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... TOTALLING APPROXIMATELY 90 SQ FT AT THE NORTH WALL, EAST WALL, SOUTH WALL, WEST WALL, CEILING, 1st WINDOW FRAME FROM NORTH AT EAST WALL IN THE BATHROOM LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",171592,C,322633,3,1902,1902,10330,11204,1,6228,6,11/14/2020,12/17/2020,12/12/2020,,,,550,7006708,11/16/2020,47,11/16/2020,Original,Open,40.611949,-73.993614,11,47,268,3160319,3062280006,Bensonhurst West
11/12/2020,346,EAST 173 STREET,3B,BRONX,13895608,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST AND SOUTH WALL IN THE 6th ROOM FROM NORTH LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",65593,C,216442,2,346,346,26850,10457,3,2790,18,11/13/2020,12/17/2020,12/12/2020,,,,550,7006331,11/16/2020,19,03/23/2021,Original,Close,40.843477,-73.905394,4,16,22902,2007315,2027900018,Mount Hope
12/16/2020,655,WEST 160 STREET,5B,MANHATTAN,13948115,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... OF ABOUT 30 SQ FT AT THE SOUTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",42882,C,115520,1,655,655,36970,10032,5,2136,98,12/17/2020,01/18/2021,01/13/2021,,,,550,7038668,12/18/2020,47,12/18/2020,Original,Open,40.836804,-73.945586,12,7,247,1063324,1021360098,Washington Heights South
12/16/2020,655,WEST 160 STREET,6G,MANHATTAN,13948141,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... OF ABOUT 40 SQ FT AT THE CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 6G, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",42882,C,115520,1,655,655,36970,10032,6,2136,98,12/17/2020,01/18/2021,01/13/2021,,,,550,7038669,12/18/2020,47,12/18/2020,Original,Open,40.836804,-73.945586,12,7,247,1063324,1021360098,Washington Heights South
